CO_IES,NO_IES,SG_IES,NO_MUNICIPIO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,nome_ies_padronizado,total_bolsas_cnpq,ADC - Apoio à Difusão do Conhecimento,AED - Auxílio a Editoração e Publicação,APQ - Auxílio a Pesquisa,ARC - Promoção de Eventos Científicos,AT - Apoio Técnico a Pesquisa,ATP - Apoio Técnico em Extensão no País ,DCR - Desenvolvimento Cientifico Regional,DES - Desenvolvimento Tecnológico e Inovação ,DT - Produtividade Desen. Tec. e Extensão ,DTC - Desenvolvimento Tecnológico em TICs,DTI - Desenvolvimento Tecnológico Industrial,EPI - Bolsa de Treinamento - Programa ,EV - Especialista Visitante,EXP - Extensão no País,GD - Doutorado,GDE - Doutorado no Exterior,GM - Mestrado,IC - Iniciação Científica,ICJ - Iniciação Científica Júnior,IEX - Iniciação ao Extensionismo,IT - Iniciação Tecnológica,ITC - Iniciação Tecnológica em TICs,ITI - Iniciação Tecnológica e Industrial,PAV - Bolsa Pesquisador-Avaliador,PCI - Programa de Capacitação Institucional,PDE - Pós-doutorado no Exterior,PDI - Pos-doutorado Empresarial,PDJ - Pós-doutorado Júnior,PDS - Pós-doutorado Sênior,PQ - Produtividade em Pesquisa,PV - Pesquisador Visitante,SET - Fixação de Recursos Humanos,SWE - Doutorado Sanduíche no Exterior,SWP - Doutorado-Sanduiche no Pais
1092,FACULDADES INTEGRADAS DE BAURU,FIB,Bauru,SP,4,89,72,faculdades integradas de bauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,FAPE,Presidente Epitácio,SP,4,3,4,faculdade de presidente epitacio  fape,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Centro Universitário Carlos Drummond de Andrade,UniDrummond,São Paulo,SP,5,16,50,centro universitario carlos drummond de andrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Centro Universitário Estácio do Ceará,Estácio Ceará,Fortaleza,CE,4,135,327,centro universitario estacio do ceara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,UNIEURO,Brasília,DF,4,92,120,centro universitario euro americano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Centro Universitário Santa Terezinha,CEST,São Luís,MA,5,37,92,centro universitario santa terezinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,Campos dos Goytacazes,RJ,1,313,269,"instituto federal de educacao, ciencia e tecnologia fluminense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,FACULDADE REGES DE OSVALDO CRUZ,,Osvaldo Cruz,SP,5,10,18,faculdade reges de osvaldo cruz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,UNICENTRO,Guarapuava,PR,2,685,151,universidade estadual do centro oeste,200,0,0,0,0,4,0,0,0,6,0,0,0,0,0,15,0,0,74,53,0,14,0,7,0,0,0,0,4,0,23,0,0,0,0
1128,UNIVERSIDADE DE ITAÚNA,UI,Itaúna,MG,5,100,109,universidade de itauna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,CENTRO UNIVERSITÁRIO DO NORTE DE SÃO PAULO,UNORTE,São José do Rio Preto,SP,5,29,49,centro universitario do norte de sao paulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,UNIFSA,Teresina,PI,4,70,108,centro universitario santo agostinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,FACIG,Igarassu,PE,5,10,23,faculdade de ciencias humanas e sociais de igarassu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,CENTRO UNIVERSITÁRIO GAMA E SOUZA,,Rio de Janeiro,RJ,5,45,51,centro universitario gama e souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,FACULDADE DE DIREITO DE VITÓRIA,FDV,Vitória,ES,4,34,16,faculdade de direito de vitoria,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1144,FACULDADE DE CIÊNCIAS HUMANAS,IMENSU,Mairiporã,SP,5,1,6,faculdade de ciencias humanas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,CEUNSP,Itu,SP,4,56,114,centro universitario nossa senhora do patrocinio,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,FANESE,Aracaju,SE,4,9,37,faculdade de administracao e negocios de sergipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153,UNIVERSIDADE CÂNDIDO MENDES,UCAM,Rio de Janeiro,RJ,5,110,218,universidade candido mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,FACULDADE SALESIANA DE SANTA TERESA,FSST,Corumbá,MS,5,0,8,faculdade salesiana de santa teresa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,Faculdade CNEC Alberto Torres,,Itaboraí,RJ,5,1,7,faculdade cnec alberto torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157,ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS,ESFA,Santa Teresa,ES,5,6,17,escola superior sao francisco de assis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,CENTRO DE ENSINO SUPERIOR DE VITÓRIA,CESV,Vitória,ES,4,3,11,centro de ensino superior de vitoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,Centro Universitário Cambury,UniCambury,Goiânia,GO,4,13,29,centro universitario cambury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,INSPER INSTITUTO DE ENSINO E PESQUISA,,São Paulo,SP,5,162,51,insper instituto de ensino e pesquisa,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0
1162,FACULDADE DE ALTA FLORESTA,FAF,Alta Floresta,MT,5,10,10,faculdade de alta floresta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DA PARAÍBA",IFPB,João Pessoa,PB,1,436,439,"instituto federal de educacao, ciencia e tecnologia da paraiba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,Centro Universitário FAMEC,UNIFAMEC,Camaçari,BA,4,11,31,centro universitario famec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,FACULDADE ANHANGUERA DE BRASÍLIA,Anhanguera DF,Brasília,DF,4,58,51,faculdade anhanguera de brasilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,FACULDADE DE SABARÁ,SOECS,Sabará,MG,5,5,18,faculdade de sabara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS,ESTÁCIO FARGS,Porto Alegre,RS,5,36,40,faculdade estacio do rio grande do sul  estacio fargs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,INSTITUTO DE ENSINO SUPERIOR DE AMERICANA,IESA,Americana,SP,4,1,3,instituto de ensino superior de americana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,Salvador,BA,4,85,167,centro universitario jorge amado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,CENTRO UNIVERSITÁRIO MÓDULO,MÓDULO,Caraguatatuba,SP,4,17,26,centro universitario modulo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,Lages,SC,5,52,151,universidade do planalto catarinense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA,IESF,Fortaleza,CE,4,2,6,instituto de ensino superior de fortaleza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,SENAI,São Caetano do Sul,SP,5,4,15,faculdade senai de tecnologia mecatronica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,UNIVERSIDADE CESUMAR,UNICESUMAR,Maringá,PR,4,249,349,universidade cesumar,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Centro Universitário Santa Rita,UNIFASAR,Conselheiro Lafaiete,MG,4,19,28,centro universitario santa rita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,CENTRO UNIVERSITÁRIO FAEL,UNIFAEL,Lapa,PR,4,78,159,centro universitario fael,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,IIES,Itapetininga,SP,4,6,17,instituto itapetiningano de ensino superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,Escola Superior de Agronomia de Paraguaçu Paulista,ESAPP,Paraguaçu Paulista,SP,5,11,3,escola superior de agronomia de paraguacu paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,Jales,SP,5,9,26,centro universitario de jales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,Amparo,SP,4,8,16,centro universitario amparense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE BARREIRAS,UNINASSAU,Barreiras,BA,5,11,36,centro universitario mauricio de nassau de barreiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,Espírito Santo do Pinhal,SP,5,33,63,centro regional universitario de espirito santo do pinhal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,FACULDADE CNEC SANTO ÂNGELO,,Santo Ângelo,RS,5,14,23,faculdade cnec santo angelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,Curitiba,PR,5,39,46,centro universitario campos de andrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,CENTRO UNIVERSITÁRIO UNIC,,Cuiabá,MT,4,12,15,centro universitario unic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,CENTRO UNIVERSITÁRIO NOSSA SENHORA APARECIDA,UNIFANAP,Aparecida de Goiânia,GO,5,15,36,centro universitario nossa senhora aparecida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,FACULDADE PADRÃO,PADRAO,Goiânia,GO,4,6,21,faculdade padrao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,PIO XII,Cariacica,ES,5,1,1,faculdade de estudos sociais do espirito santo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Faculdade Doctum de Serra,DOCTUM,Serra,ES,5,30,55,faculdade doctum de serra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Centro Universitário Multivix Vitória,,Vitória,ES,4,62,95,centro universitario multivix vitoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Faculdade de Castelo - Multivix Castelo,Multivix Castelo,Castelo,ES,4,11,15,faculdade de castelo  multivix castelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,FACINAN,Nova Andradina,MS,5,1,4,faculdade de ciencias contabeis de nova andradina  facinan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,FACULDADE PROMOVE DE MINAS GERAIS,PROMOVE,Belo Horizonte,MG,4,9,7,faculdade promove de minas gerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,FACULDADE METODISTA GRANBERY,FMG,Juiz de Fora,MG,5,21,27,faculdade metodista granbery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,Centro Universitário FBV Wyden,UniFBV Wyden,Recife,PE,4,58,98,centro universitario fbv wyden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,FACULDADE DOM BOSCO,DOM BOSCO,Cascavel,PR,5,12,9,faculdade dom bosco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,FACULDADE ANHANGUERA DE CASCAVEL,,Cascavel,PR,4,44,15,faculdade anhanguera de cascavel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,FACULDADE BEZERRA DE ARAÚJO,FABA,Rio de Janeiro,RJ,4,7,46,faculdade bezerra de araujo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,UNI-RN,Natal,RN,5,50,60,centro universitario do rio grande do norte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,FACULDADES INTEGRADAS URUBUPUNGÁ,FIU,Pereira Barreto,SP,5,6,18,faculdades integradas urubupunga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,São José,SC,4,10,25,instituto de ensino superior da grande florianopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,Ribeirão Preto,SP,4,217,274,centro universitario estacio de ribeirao preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,Centro Universitário Campo Limpo Paulista,UNIFACCAMP,Campo Limpo Paulista,SP,4,34,49,centro universitario campo limpo paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,Taubaté,SP,4,4,20,instituto taubate de ensino superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,FACULDADE DE ITÁPOLIS - FACITA,FACITA,Itápolis,SP,4,0,9,faculdade de itapolis  facita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,Itapeva,SP,4,20,45,faculdade de ciencias sociais e agrarias de itapeva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,Faculdade de Tecnologia Senai Mario Amato,SENAI,São Bernardo do Campo,SP,5,2,6,faculdade de tecnologia senai mario amato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,Faculdade Álvares de Azevedo,FAATESP,São Paulo,SP,4,5,7,faculdade alvares de azevedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,FACULDADE DE SANTO ANTONIO DA PLATINA,,Santo Antônio da Platina,PR,4,3,12,faculdade de santo antonio da platina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,Centro Universitário de Adamantina,FAI,Adamantina,SP,7,92,85,centro universitario de adamantina,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,Centro Universitário das Américas,CAM,São Paulo,SP,4,167,232,centro universitario das americas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,FAETI,São Paulo,SP,5,3,3,faculdade de educacao e tecnologia iracema,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,Maceió,AL,4,54,131,faculdade estacio de alagoas  estacio fal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,Fernandópolis,SP,5,26,87,faculdades integradas de fernandopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,ITES,Taquaritinga,SP,5,17,17,instituto taquaritinguense de ensino superior dr aristides de carvalho schlobach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,IMMES,Matão,SP,5,10,26,instituto matonense municipal de ensino superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,FACULDADE BATISTA BRASILEIRA,FBB,Salvador,BA,5,5,18,faculdade batista brasileira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,Goiânia,GO,1,392,165,"instituto federal de educacao, ciencia e tecnologia goiano",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1305,"FACULDADE ANHANGUERA DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP",,Sinop,MT,4,31,5,"faculdade anhanguera de ciencias juridicas, gerenciais e educacao de sinop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,FAEF,Garça,SP,4,16,23,faculdade de ensino superior e formacao integral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,FACULDADE NOVO MILÊNIO,FNM,Vila Velha,ES,4,5,28,faculdade novo milenio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1310,FACULDADE DE AMERICANA,FAM,Americana,SP,5,55,82,faculdade de americana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,TREVISAN,São Paulo,SP,4,1,14,trevisan escola superior de negocios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,FACULDADES INTEGRADAS DE RONDONÓPOLIS,FAIR,Rondonópolis,MT,4,0,7,faculdades integradas de rondonopolis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,FACULDADE DE SUZANO,UNISUZ,Suzano,SP,5,3,15,faculdade de suzano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Centro Universitário Sudoeste Paulista,UniFSP,Avaré,SP,4,49,64,centro universitario sudoeste paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,,Vitória da Conquista,BA,4,14,42,faculdade uninassau vitoria da conquista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,FACULDADE TECSOMA,FATEC,Paracatu,MG,4,9,12,faculdade tecsoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,FACULDADE EDUVALE DE AVARÉ,EDUVALE,Avaré,SP,5,51,54,faculdade eduvale de avare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,FACULDADE DE APUCARANA,FAP,Apucarana,PR,5,13,28,faculdade de apucarana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,Faculdade Multivix Serra,MULTIVIX SERRA,Serra,ES,4,25,132,faculdade multivix serra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE,ESPM - POA,Porto Alegre,RS,5,35,34,escola superior de propaganda e marketing de porto alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,Centro Universitário Uninovo,UNINOVO,Olinda,PE,5,14,34,centro universitario uninovo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
