CO_IES,NO_IES,SG_IES,NO_MUNICIPIO_IES,SG_UF_IES,TP_CATEGORIA_ADMINISTRATIVA,QT_DOC_EX_DOUT,QT_DOC_EX_MEST,nome_ies_padronizado,total_bolsas_cnpq,ADC - Apoio à Difusão do Conhecimento,AED - Auxílio a Editoração e Publicação,APQ - Auxílio a Pesquisa,ARC - Promoção de Eventos Científicos,AT - Apoio Técnico a Pesquisa,ATP - Apoio Técnico em Extensão no País ,DCR - Desenvolvimento Cientifico Regional,DES - Desenvolvimento Tecnológico e Inovação ,DT - Produtividade Desen. Tec. e Extensão ,DTC - Desenvolvimento Tecnológico em TICs,DTI - Desenvolvimento Tecnológico Industrial,EPI - Bolsa de Treinamento - Programa ,EV - Especialista Visitante,EXP - Extensão no País,GD - Doutorado,GDE - Doutorado no Exterior,GM - Mestrado,IC - Iniciação Científica,ICJ - Iniciação Científica Júnior,IEX - Iniciação ao Extensionismo,IT - Iniciação Tecnológica,ITC - Iniciação Tecnológica em TICs,ITI - Iniciação Tecnológica e Industrial,PAV - Bolsa Pesquisador-Avaliador,PCI - Programa de Capacitação Institucional,PDE - Pós-doutorado no Exterior,PDI - Pos-doutorado Empresarial,PDJ - Pós-doutorado Júnior,PDS - Pós-doutorado Sênior,PQ - Produtividade em Pesquisa,PV - Pesquisador Visitante,SET - Fixação de Recursos Humanos,SWE - Doutorado Sanduíche no Exterior,SWP - Doutorado-Sanduiche no Pais
3940,FACULDADE DE ENSINO SUPERIOR SANTA BARBARA,FAESB,Tatuí,SP,5,18,39,faculdade de ensino superior santa barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,FACULDADE SENAC TUBARÃO,,Tubarão,SC,5,1,8,faculdade senac tubarao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,FACULDADE SENAC CHAPECÓ,SENAC,Chapecó,SC,5,3,13,faculdade senac chapeco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,FACULDADE SENAC BLUMENAU,SENAC,Blumenau,SC,5,6,43,faculdade senac blumenau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,FACULDADE EDUCACIONAL JURÍDICA E GERENCIAL DE OLIVEIRA,FEJUGO,Oliveira,MG,5,2,21,faculdade educacional juridica e gerencial de oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,FACULDADES INTEGRADAS DE CATAGUASES,FIC,Cataguases,MG,5,7,16,faculdades integradas de cataguases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,CENTRO UNIVERSITÁRIO SENAI CIMATEC,SENAI CIMATEC,Salvador,BA,5,84,55,centro universitario senai cimatec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,Caratinga,MG,5,40,66,centro universitario de caratinga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,CESEP,Machado,MG,5,12,9,centro superior de ensino e pesquisa de machado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,UNIVERSIDADE DE RIO VERDE,FESURV,Rio Verde,GO,3,167,201,universidade de rio verde,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,FACULDADE DE TECNOLOGIA DO AMAPÁ,META,Macapá,AP,4,12,30,faculdade de tecnologia do amapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,FACULDADE CCI,FAC CCI,Brasília,DF,4,3,17,faculdade cci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,Formiga,MG,5,31,50,centro universitario de formiga,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Petrolina,PE,1,471,93,fundacao universidade federal do vale do sao francisco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,CENTRO UNIVERSITÁRIO SENAC,SENACSP,São Paulo,SP,5,130,248,centro universitario senac,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,FACULDADE INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ - FAINSEP,FAINSEP,Maringá,PR,5,2,9,faculdade instituto superior de educacao do parana  fainsep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,CENTRO UNIVERSITÁRIO GOYAZES,UniGOYAZES,Trindade,GO,4,23,41,centro universitario goyazes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,FACULDADE SENAC PERNAMBUCO,SENACPE,Recife,PE,5,6,36,faculdade senac pernambuco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,INSTITUTO INFNET RIO DE JANEIRO,INFNET,Rio de Janeiro,RJ,4,28,54,instituto infnet rio de janeiro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA,FAIP,Marília,SP,4,15,34,faculdade de ensino superior do interior paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,"FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO",FATECE,Pirassununga,SP,4,13,11,"fatece  faculdade de tecnologia, ciencias e educacao",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA,FATEC ESTÁC CURITIBA,Curitiba,PR,4,11,5,faculdade de tecnologia estacio de curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,CENTRO UNIVERSITÁRIO METODISTA,IPA,Porto Alegre,RS,5,28,21,centro universitario metodista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,FACULDADE ANHANGUERA DE RIO CLARO,,Rio Claro,SP,4,16,10,faculdade anhanguera de rio claro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS,INES,Rio de Janeiro,RJ,1,36,4,instituto nacional de educacao de surdos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Jundiaí,SP,4,89,116,centro universitario padre anchieta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,FATEC BT,Botucatu,SP,2,35,23,faculdade de tecnologia de botucatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,FACULDADE DE TECNOLOGIA DE GARÇA,FATECGA,Garça,SP,2,20,23,faculdade de tecnologia de garca,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,FACULDADE DE TECNOLOGIA DE JUNDIAÍ,FATEC/JD,Jundiaí,SP,2,21,49,faculdade de tecnologia de jundiai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,FACULDADE DE TECNOLOGIA DE MAUÁ,FATEC MAUÁ,Mauá,SP,2,36,63,faculdade de tecnologia de maua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4024,FACULDADE DE TECNOLOGIA DE MOCOCA,FATEC,Mococa,SP,2,17,27,faculdade de tecnologia de mococa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4025,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO,FATECRP,São José do Rio Preto,SP,2,28,19,faculdade de tecnologia de sao jose do rio preto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4026,FACULDADE DE TECNOLOGIA ZONA LESTE,FATEC-ZL,São Paulo,SP,2,55,91,faculdade de tecnologia zona leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4030,CENTRO UNIVERSITÁRIO FLUMINENSE,UNIFLU,Campos dos Goytacazes,RJ,5,15,52,centro universitario fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA,UNIPITÁGORAS,Fortaleza,CE,4,47,13,centro universitario anhanguera de fortaleza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,Centro Universitário UniCuritiba,UniCuritiba,Curitiba,PR,4,35,22,centro universitario unicuritiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,FACULDADE SKEMA BUSINESS SCHOOL,SKEMA,Belo Horizonte,MG,5,15,17,faculdade skema business school,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,"FACULDADE DE SAÚDE, CIÊNCIAS E TECNOLOGIA - FACESB",FACESB,São Joaquim da Barra,SP,4,3,8,"faculdade de saude, ciencias e tecnologia  facesb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,FACULDADE BATISTA DO ESTADO DO RIO DE JANEIRO - FABERJ,FABERJ,Campos dos Goytacazes,RJ,5,2,8,faculdade batista do estado do rio de janeiro  faberj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,FACULDADE ICESP,ICESP,Brasília,DF,4,20,28,faculdade icesp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,Faculdade QI Brasil,FAQI,Gravataí,RS,4,4,9,faculdade qi brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,FACULDADE TECNOLÓGICA INAP,FAT- INAP,Belo Horizonte,MG,4,0,5,faculdade tecnologica inap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,FACULDADE DE TECNOLOGIA JARDIM,FATEJ,Santo André,SP,4,3,13,faculdade de tecnologia jardim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4090,FACULDADE DE ROSEIRA,FARO,Roseira,SP,4,3,10,faculdade de roseira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,Centro Universitário de Tecnologia de Curitiba,UNIFATEC,Curitiba,PR,4,18,78,centro universitario de tecnologia de curitiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4094,Faculdade Estácio da Paraíba,ESTACIO PARAIBA,João Pessoa,PB,4,10,19,faculdade estacio da paraiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4096,Faculdade de Tecnologia FTEC de Porto Alegre,FTEC Porto Alegre,Porto Alegre,RS,4,7,25,faculdade de tecnologia ftec de porto alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4097,Centro Universitário Uniftec Bento Gonçalves,,Bento Gonçalves,RS,4,12,28,centro universitario uniftec bento goncalves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4098,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FARROUPILHA",IFFarroupilha,Santa Maria,RS,1,353,271,"instituto federal de educacao, ciencia e tecnologia farroupilha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA,FATECIB,Goiânia,GO,5,2,8,faculdade de tecnologia senai italo bologna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,FACULDADE DE TECNOLOGIA SENAI DE DESENVOLVIMENTO GERENCIAL,FATESG,Goiânia,GO,5,1,16,faculdade de tecnologia senai de desenvolvimento gerencial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104,ESCOLA SUPERIOR DE ENGENHARIA E GESTÃO DE SÃO PAULO - ESEG,ESEG,São Paulo,SP,4,31,32,escola superior de engenharia e gestao de sao paulo  eseg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,FACULDADE DE TECNOLOGIA SENAI PORTO ALEGRE,FATEC SENAI,Porto Alegre,RS,5,2,12,faculdade de tecnologia senai porto alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4108,INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ,ICESPI,Teresina,PI,4,6,8,instituto catolico de estudos superiores do piaui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4118,Centro Universitário Maurício de Nassau Paulista,UNINASSAU PAULISTA,Paulista,PE,4,19,53,centro universitario mauricio de nassau paulista,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4121,CENTRO UNIVERSITÁRIO MAURICIO DE NASSAU DE ARACAJU,,Aracaju,SE,5,29,57,centro universitario mauricio de nassau de aracaju,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123,Faculdade de Gestão e Inovação,FGI,Jataí,GO,4,2,14,faculdade de gestao e inovacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,,Santa Bárbara d'Oeste,SP,4,53,28,faculdade anhanguera de santa barbara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4141,FACULDADE ANHANGUERA DE TAUBATÉ,,Taubaté,SP,4,64,64,faculdade anhanguera de taubate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,FATEP,Piracicaba,SP,4,31,30,faculdade de tecnologia de piracicaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4153,CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DERBY,UNINASSAU,Recife,PE,4,74,144,centro universitario mauricio de nassau derby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4157,FACULDADE METROPOLITANA DE RIO DO SUL,FAMESUL,Rio do Sul,SC,4,2,8,faculdade metropolitana de rio do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4162,Faculdade SENAC Goiás,FacSenacGO,Goiânia,GO,5,5,15,faculdade senac goias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4163,CENTRO UNIVERSITÁRIO BARRIGA VERDE,UNIBAVE,Orleans,SC,5,46,80,centro universitario barriga verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,FACULDADE UNIBRASÍLIA DE MINAS GERAIS,BRASÍLIA,Uberaba,MG,5,11,0,faculdade unibrasilia de minas gerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4169,Faculdade Estácio de Carapicuíba,ESTÁCIO CARAPICUÍBA,Carapicuíba,SP,4,52,94,faculdade estacio de carapicuiba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4185,FACULDADE PERUIBE,FPBE,Peruíbe,SP,4,3,10,faculdade peruibe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4197,Centro Universitário Maurício de Nassau Aliança,Uninassau Aliança,Teresina,PI,4,21,44,centro universitario mauricio de nassau alianca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4198,Faculdade Morgana Potrich,FAMP,Mineiros,GO,4,11,39,faculdade morgana potrich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4201,"FACULDADES DE EDUCAÇÃO, GESTÃO E SAÚDE UNIFUTURO  FACULDADE UNIFUTURO",Faculdade Unifuturo,João Pessoa,PB,4,2,6,"faculdades de educacao, gestao e saude unifuturo faculdade unifuturo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4211,Faculdade ESAMC São Paulo - ESAMC,ESAMC,São Paulo,SP,4,4,25,faculdade esamc sao paulo  esamc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218,FACULDADE PEDRO LEOPOLDO,FPL,Pedro Leopoldo,MG,5,10,5,faculdade pedro leopoldo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY,ISEFOR,Além Paraíba,MG,5,4,2,instituto superior de educacao professora nair fortes abu merhy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE,,Belo Horizonte,MG,4,15,4,faculdade anhanguera de tecnologia de belo horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4255,Centro Universitário de Rondônia,Unesc,Cacoal,RO,4,2,13,centro universitario de rondonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4256,Centro Universitário FIP-MOC,UNIFIPMoc,Montes Claros,MG,4,65,103,centro universitario fip moc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4257,INSTITUTO DE FILOSOFIA E TEOLOGIA DE GOIÁS,IFITEG,Goiânia,GO,5,10,9,instituto de filosofia e teologia de goias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,FACULDADE DE INHUMAS - FAC-MAIS,FACMAIS,Inhumas,GO,4,23,29,faculdade de inhumas  fac mais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4277,FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS,ESTÁCIO AMAZONAS,Manaus,AM,4,46,136,faculdade estacio do amazonas  estacio amazonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4289,FACULDADE DO VALE ELVIRA DAYRELL - FAVED,FAVED,Virginópolis,MG,4,0,2,faculdade do vale elvira dayrell  faved,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4294,FACULDADE SENAC JARAGUÁ DO SUL,,Jaraguá do Sul,SC,5,1,10,faculdade senac jaragua do sul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4330,FACULDADE EFICAZ,EFICAZ,Maringá,PR,4,4,8,faculdade eficaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,FACIP,Palmares,PE,7,0,5,faculdade de ciencias sociais dos palmares,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,FACULDADE QUALITTAS,QUALITTAS,São Paulo,SP,4,2,1,faculdade qualittas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,Pouso Alegre,MG,1,343,141,"instituto federal de educacao, ciencia e tecnologia do sul de minas gerais",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
4362,FACULDADE ANHANGUERA DE BETIM,,Betim,MG,4,73,68,faculdade anhanguera de betim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4367,FACULDADE TERRA NORDESTE,FATENE,Caucaia,CE,4,22,60,faculdade terra nordeste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,CENTRO UNIVERSITÁRIO DE MINEIROS,UNIFIMES,Mineiros,GO,3,54,102,centro universitario de mineiros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4399,FACULDADE DE BALSAS,UNIBALSAS,Balsas,MA,4,6,15,faculdade de balsas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4411,CENTRO UNIVERSITÁRIO ESTÁCIO DE JI-PARANÁ,ESTÁCIO UNIJIPA,Ji-Paraná,RO,4,18,28,centro universitario estacio de ji parana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,Centro Universitário Aeso -  Barros Melo,Uniaeso,Olinda,PE,4,21,51,centro universitario aeso  barros melo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4428,FACULDADE PROFESSOR MIGUEL ÂNGELO DA SILVA SANTOS,FEMASS,Macaé,RJ,3,17,28,faculdade professor miguel angelo da silva santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4429,CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL,,Campo Grande,MS,5,51,55,centro universitario unigran capital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4431,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN,FACENE/RN,Mossoró,RN,4,24,42,faculdade de enfermagem nova esperanca de mossoro  facene/rn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,Faculdade Meridional de Ijuí,IMED,Ijuí,RS,4,0,0,faculdade meridional de ijui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
